sC,m_leg_l,4800,133,188.10791015625,44,-0.296630859375,186.328125,-44,0.6591796875
sC,m_leg_r,4800,133,188.10791015625,44,-0.296630859375,186.328125,-44,0.6591796875
sC,m_leg_r,4967,33,186.097412109375,22,0.560302734375,187.05322265625,-22,-0.758056640625
sC,m_leg_l,4967,33,186.097412109375,22,0.560302734375,187.05322265625,-22,-0.758056640625
sC,m_arm_r,4967,33,151.171875,11,0.0,151.171875,-11,0.0
sC,m_arm_l,4967,33,151.171875,11,0.0,151.171875,-11,0.0
sC,m_arm_l,5049,116,151.171875,39,0.0,151.171875,-39,0.0
sC,m_arm_r,5049,116,151.171875,39,0.0,151.171875,-39,0.0
sC,m_leg_l,5049,116,187.58056640625,40,-3.592529296875,175.550537109375,-39,3.69140625
sC,m_leg_r,5049,116,187.58056640625,40,-3.592529296875,175.550537109375,-39,3.69140625
sC,m_leg_l,5216,166,174.034423828125,57,3.328857421875,187.547607421875,-56,-3.955078125
sC,m_leg_r,5216,166,174.034423828125,57,3.328857421875,187.547607421875,-56,-3.955078125
sC,m_arm_r,5216,166,151.171875,56,0.0,151.171875,-56,0.0
sC,m_arm_l,5216,166,151.171875,56,0.0,151.171875,-56,0.0
sC,m_arm_l,5400,33,151.171875,11,0.0,151.171875,-11,0.0
sC,m_arm_r,5400,33,151.171875,11,0.0,151.171875,-11,0.0
sC,m_leg_l,5400,33,188.0419921875,22,-0.494384765625,187.05322265625,-22,0.823974609375
sC,m_leg_r,5400,33,188.0419921875,22,-0.494384765625,187.05322265625,-22,0.823974609375
sC,m_leg_r,5467,67,186.097412109375,22,0.263671875,187.5146484375,-22,-0.560302734375
sC,m_leg_l,5467,67,186.097412109375,22,0.263671875,187.5146484375,-22,-0.560302734375
sC,m_arm_r,5467,67,151.171875,22,0.0,151.171875,-22,0.0
sC,m_arm_l,5467,67,151.171875,22,0.0,151.171875,-22,0.0
sC,m_leg_r,5583,116,187.97607421875,39,-0.85693359375,184.844970703125,-39,0.955810546875
sC,m_leg_l,5583,116,187.97607421875,39,-0.85693359375,184.844970703125,-39,0.955810546875
sC,m_arm_l,5583,116,151.171875,39,0.0,151.171875,-39,0.0
sC,m_arm_r,5583,116,151.171875,39,0.0,151.171875,-39,0.0
sC,m_arm_l,5749,33,151.171875,11,0.0,151.171875,-11,0.0
sC,m_arm_r,5749,33,151.171875,11,0.0,151.171875,-11,0.0
sC,m_leg_l,5749,33,185.9326171875,22,3.988037109375,191.53564453125,-22,-3.49365234375
sC,m_leg_r,5749,33,185.9326171875,22,3.955078125,191.53564453125,-22,-3.460693359375
sC,m_leg_l,5800,67,192.557373046875,25,-3.09814453125,181.0546875,-22,4.251708984375
sC,m_leg_r,5800,67,192.557373046875,25,-3.09814453125,181.0546875,-22,4.251708984375
sC,m_arm_r,5800,67,151.171875,22,0.0,151.171875,-22,0.0
sC,m_arm_l,5800,67,151.171875,22,0.0,151.171875,-22,0.0
sC,m_leg_r,5900,133,176.737060546875,46,1.64794921875,186.558837890625,-44,-3.8232421875
sC,m_leg_l,5900,133,176.737060546875,46,1.64794921875,186.558837890625,-44,-3.8232421875
sC,m_arm_r,5900,133,151.171875,44,0.0,151.171875,-44,0.0
sC,m_arm_l,5900,133,151.171875,44,0.0,151.171875,-44,0.0
sC,m_leg_l,6083,83,188.0419921875,28,-0.263671875,187.05322265625,-28,0.32958984375
sC,m_leg_r,6083,83,188.0419921875,28,-0.263671875,187.05322265625,-28,0.32958984375
sC,m_arm_r,6083,83,151.171875,28,0.0,151.171875,-28,0.0
sC,m_arm_l,6083,83,151.171875,28,0.0,151.171875,-28,0.0
sC,m_leg_l,6216,33,186.822509765625,11,0.0,186.822509765625,-11,0.0
sC,m_leg_r,6216,33,186.822509765625,11,0.0,186.822509765625,-11,0.0
sC,m_arm_r,6216,33,151.171875,11,0.0,151.171875,-11,0.0
sC,m_arm_l,6216,33,151.171875,11,0.0,151.171875,-11,0.0
sC,m_arm_l,6267,3300,151.171875,1100,0.439453125,180.0,-1100,-1.669921875
sC,m_arm_r,6267,3300,151.171875,1100,0.439453125,180.0,-1100,-1.669921875
sC,m_leg_l,6267,3300,186.822509765625,1100,-0.098876953125,181.77978515625,-1100,0.362548828125
sC,m_leg_r,6267,3300,186.822509765625,1100,-0.098876953125,181.77978515625,-1100,0.362548828125
