sC,m_arm_l,0,4000,180.0,1333,-0.966796875,151.171875,-1333,0.87890625
sC,m_arm_r,0,4000,180.0,1333,-0.966796875,151.171875,-1333,0.87890625
sC,m_leg_l,0,4000,182.999267578125,1333,0.164794921875,188.10791015625,-1333,-0.164794921875
sC,m_leg_r,0,4000,182.999267578125,1333,0.164794921875,188.10791015625,-1333,-0.164794921875
sC,m_leg_r,4000,100,188.10791015625,34,-0.6591796875,184.317626953125,-33,1.417236328125
sC,m_leg_l,4000,100,188.10791015625,34,-0.6591796875,184.317626953125,-33,1.417236328125
sC,m_arm_l,4000,100,151.171875,33,0.0,151.171875,-33,0.0
sC,m_arm_r,4000,100,151.171875,33,0.0,151.171875,-33,0.0
sC,m_arm_l,4149,50,151.171875,17,0.0,151.171875,-17,0.0
sC,m_arm_r,4149,50,151.171875,17,0.0,151.171875,-17,0.0
sC,m_leg_l,4149,50,183.955078125,17,0.791015625,186.756591796875,-17,-1.087646484375
sC,m_leg_r,4149,50,183.955078125,17,0.791015625,186.756591796875,-17,-1.087646484375
sC,m_arm_r,4249,133,151.171875,44,0.0,151.171875,-44,0.0
sC,m_leg_l,4249,133,187.97607421875,45,-1.0546875,184.3505859375,-45,1.021728515625
sC,m_leg_r,4249,133,187.97607421875,45,-1.0546875,184.3505859375,-45,1.021728515625
sC,m_arm_l,4249,133,151.171875,44,0.0,151.171875,-44,0.0
sC,m_leg_l,4400,67,184.185791015625,23,0.52734375,186.954345703125,-22,-1.087646484375
sC,m_leg_r,4400,67,184.185791015625,23,0.52734375,186.954345703125,-22,-1.087646484375
sC,m_arm_l,4400,67,151.171875,22,0.0,151.171875,-22,0.0
sC,m_arm_r,4400,67,151.171875,22,0.0,151.171875,-22,0.0
sC,m_leg_r,4549,233,181.812744140625,78,1.483154296875,187.943115234375,-78,-1.614990234375
sC,m_leg_l,4549,233,181.812744140625,78,1.483154296875,187.943115234375,-78,-1.614990234375
sC,m_arm_l,4549,233,151.171875,78,0.0,151.171875,-78,0.0
sC,m_arm_r,4549,233,151.171875,78,0.0,151.171875,-78,0.0
sC,m_arm_l,4800,133,151.171875,44,0.0,151.171875,-44,0.0
sC,m_arm_r,4800,133,151.171875,44,0.0,151.171875,-44,0.0
