Command,Motor,Time start,Duration,Start pos,Start cp X,Start cp Y,End pos,End cp X,End cp Y
Animation Name:,act_explanation_04_wave_schouders,Controller name:,acrobot_act,Duration:,97200,Created at,03/12/2024 23:25:25,,
sC,m_arm_l,43867,533,116.3671875,133,0.0,117.7734375,-133,0.0
sC,m_arm_l,44400,1000,117.7734375,250,0.0,67.939453125,-250,0.0
sC,m_arm_r,45133,1200,103.53515625,300,0.0,-61.787109375,-300,0.0
sC,m_arm_l,45400,800,67.939453125,200,0.0,63.896484375,-200,0.0
sC,m_arm_l,46200,1400,63.896484375,350,0.0,105.1171875,-350,0.0
sC,m_arm_r,46333,1334,-61.787109375,333,0.0,-75.849609375,-333,0.0
sC,m_arm_l,47600,1867,105.1171875,467,0.0,119.443359375,-467,0.0
sC,m_arm_r,47667,1533,-75.849609375,383,0.0,99.66796875,-383,0.0
sC,m_arm_r,49200,500,99.66796875,125,0.0,104.94140625,-125,0.0
sC,m_arm_l,49467,866,119.443359375,217,0.0,98.525390625,-217,0.0
sC,m_arm_r,49700,700,104.94140625,175,0.0,91.142578125,-175,0.0
sC,m_arm_l,50333,900,98.525390625,225,0.0,98.525390625,-225,0.0
sC,m_arm_r,50400,1500,91.142578125,375,0.0,96.328125,-375,0.0
sC,m_arm_l,51233,834,98.525390625,208,0.0,112.236328125,-208,0.0
sC,m_arm_r,51900,2467,96.328125,617,0.0,99.66796875,-617,0.0
sC,m_arm_l,52067,1166,112.236328125,292,0.0,110.830078125,-292,0.0
sC,m_arm_l,53233,1134,110.830078125,283,0.0,116.806640625,-283,0.0
sC,m_arm_r,54367,1933,99.66796875,483,0.0,77.16796875,-483,2.373046875
sC,m_arm_l,54367,1000,116.806640625,250,0.0,53.61328125,-250,0.0
sC,m_arm_l,55367,1700,53.61328125,425,0.0,69.521484375,-425,0.0
sC,m_arm_r,56300,600,77.16796875,150,-0.703125,88.505859375,-150,0.0
sC,m_arm_r,56900,2600,88.505859375,650,0.0,98.96484375,-650,0.0
sC,m_arm_l,57067,2366,69.521484375,592,0.0,113.818359375,-592,0.0
sC,m_arm_l,59433,3800,113.818359375,950,0.0,111.26953125,-950,0.0
sC,m_arm_r,59500,3733,98.96484375,933,0.0,90.791015625,-933,0.0
sC,m_arm_l,63233,1367,111.26953125,342,0.0,112.939453125,-342,0.0
sC,m_arm_r,63233,1367,90.791015625,342,0.0,79.453125,-342,0.0
sC,m_arm_l,64600,1400,112.939453125,350,0.0,115.83984375,-350,0.0
sC,m_arm_r,64600,1400,79.453125,350,0.0,100.72265625,-350,0.0
sC,m_arm_l,66000,5300,115.83984375,1325,0.0,82.001953125,-1325,12.3046875
sC,m_arm_r,66000,3000,100.72265625,750,0.0,85.4296875,-750,0.0
sC,m_arm_r,69000,7167,85.4296875,1792,0.0,3.251953125,-1792,0.0
sC,m_arm_l,71300,1567,82.001953125,392,-3.603515625,88.330078125,-392,3.779296875
sC,m_arm_l,72867,2533,88.330078125,633,-6.15234375,49.833984375,-633,0.0
sC,m_arm_l,75400,1367,49.833984375,342,0.0,49.833984375,-342,0.0
sC,m_arm_r,76167,800,3.251953125,200,0.0,98.173828125,-200,0.0
sC,m_arm_l,76767,566,49.833984375,142,0.0,114.873046875,-142,0.0
sC,m_arm_r,76967,1333,98.173828125,333,0.0,103.359375,-333,0.0
sC,m_arm_l,77333,967,114.873046875,242,0.0,115.48828125,-242,0.0
sC,m_arm_r,78300,933,103.359375,233,0.0,16.5234375,-233,0.0
sC,m_arm_l,78300,600,115.48828125,150,0.0,32.783203125,-150,0.0
sC,m_arm_l,78900,1133,32.783203125,283,0.0,92.900390625,-283,0.0
sC,m_arm_r,79233,800,16.5234375,200,0.0,76.2890625,-200,0.0
sC,m_arm_l,80033,734,92.900390625,183,0.0,39.990234375,-183,0.0
sC,m_arm_r,80033,1234,76.2890625,308,0.0,-7.03125,-308,0.0
sC,m_arm_l,80767,933,39.990234375,233,0.0,106.083984375,-233,0.0
sC,m_arm_r,81267,633,-7.03125,158,0.0,104.0625,-158,0.0
sC,m_arm_l,81700,667,106.083984375,167,0.0,115.48828125,-167,0.0
sC,m_arm_r,81900,333,104.0625,83,0.0,82.353515625,-83,0.0
sC,m_arm_r,82233,400,82.353515625,100,0.0,108.720703125,-100,8.4375
sC,m_arm_l,82367,600,115.48828125,150,0.0,32.783203125,-150,0.0
sC,m_arm_r,82633,667,108.720703125,167,-13.974609375,16.5234375,-167,0.0
sC,m_arm_l,82967,1133,32.783203125,283,0.0,92.900390625,-283,0.0
sC,m_arm_r,83300,800,16.5234375,200,0.0,76.2890625,-200,0.0
sC,m_arm_r,84100,1000,76.2890625,250,0.0,-7.03125,-250,0.0
sC,m_arm_l,84100,567,92.900390625,142,0.0,39.990234375,-142,0.0
sC,m_arm_l,84667,833,39.990234375,208,0.0,106.083984375,-208,0.0
sC,m_arm_r,85100,667,-7.03125,167,0.0,104.0625,-167,0.0
sC,m_arm_l,85500,1700,106.083984375,425,0.0,106.083984375,-425,0.0
sC,m_arm_r,85767,1433,104.0625,358,0.0,104.0625,-358,0.0
sC,m_arm_l,87200,1900,106.083984375,475,0.0,35.859375,-475,0.0
sC,m_arm_r,87200,1900,104.0625,475,0.0,35.244140625,-475,0.0
sC,m_arm_r,89100,4567,35.244140625,1142,0.0,35.244140625,-1142,0.0
sC,m_arm_l,89100,4567,35.859375,1142,0.0,35.859375,-1142,0.0
sC,m_arm_l,93667,3533,35.859375,883,0.0,102.12890625,-883,0.0
sC,m_arm_r,93667,3533,35.244140625,883,0.0,136.318359375,-883,0.0
